11-07-2025  , 8       , 3    ,960.0
11-07-2025  , 10      , 7    ,525.0
11-07-2025  , 9       , 5    ,225.0
11-07-2025  , 9       , 10   ,450.0
11-07-2025  , 3       , 8    ,320.0
11-07-2025  , 9       , 3    ,135.0
11-07-2025  , 5       , 4    ,200.0
11-07-2025  , 6       , 6    ,900.0
11-07-2025  , 1       , 5    ,400.0
11-07-2025  , 2       , 3    ,360.0
11-07-2025  , 1       , 2    ,160.0
11-07-2025  , 4       , 1    ,80.0
11-07-2025  , 2       , 2    ,240.0
11-07-2025  , 1       , 10   ,800.0
11-07-2025  , 2       , 8    ,960.0
11-07-2025  , 9       , 7    ,315.0
11-07-2025  , 1       , 7    ,560.0
11-07-2025  , 7       , 7    ,84.0
11-07-2025  , 6       , 8    ,1200.0
11-07-2025  , 7       , 3    ,33.0
11-07-2025  , 5       , 3    ,150.0
11-07-2025  , 8       , 3    ,390.0
11-07-2025  , 5       , 3    ,150.0
11-07-2025  , 2       , 3    ,360.0
11-07-2025  , 2       , 3    ,360.0
11-07-2025  , 7       , 3    ,33.0
11-07-2025  , 2       , 3    ,360.0
11-07-2025  , 3       , 5    ,200.0
11-07-2025  , 2       , 3    ,360.0
11-07-2025  , 2       , 2    ,240.0
12-07-2025  , 3       , 2    ,80.0
12-07-2025  , 3       , 6    ,240.0
12-07-2025  , 10      , 2    ,150.0
12-07-2025  , 6       , 3    ,600.0
12-07-2025  , 1       , 2    ,160.0
12-07-2025  , 3       , 2    ,80.0
12-07-2025  , 5       , 3    ,225.0
12-07-2025  , 5       , 3    ,225.0
12-07-2025  , 3       , 4    ,160.0
12-07-2025  , 4       , 3    ,240.0
12-07-2025  , 9       , 1    ,55.0
12-07-2025  , 5       , 2    ,150.0
13-07-2025  , 4       , 4    ,320.0
15-07-2025  , 3       , 2    ,80.0
15-07-2025  , 4       , 3    ,240.0
15-07-2025  , 4       , 2    ,160.0
18-07-2025  , 8       , 3    ,420.0
18-07-2025  , 3       , 5    ,200.0
18-07-2025  , 2       , 3    ,360.0
19-07-2025  , 3       , 2    ,80.0
19-07-2025  , 3       , 1    ,40.0
19-07-2025  , 7       , 2    ,22.0
19-07-2025  , 4       , 2    ,160.0
19-07-2025  , 1       , 2    ,160.0
19-07-2025  , 3       , 2    ,80.0
19-07-2025  , 3       , 2    ,80.0
